participant_id,block,corrected_memorability_score,hits,false_alarms,mean_rt_ir,mean_rt_wr,mean_rt_hits,mean_rt_false_alarms,validation_passed,validation_correct,validation_wrong,validation_missed,n_target_sentences,n_active,n_passive,n_HH,n_HL,n_LH,n_LL
329,1,4,14,10,1885.357142857143,1151.892857142857,1959.7857142857142,2690.4,True,9,0,1,16,8,8,4,4,4,4
329,2,-1,9,10,1668.2564102564102,511.125,1643.7777777777778,2143.8,True,10,0,0,16,8,8,4,4,4,4
329,3,12,14,2,1985.03125,611.6521739130435,2678.785714285714,2168.0,True,8,0,1,16,8,8,4,4,4,4
330,1,-20,10,30,1947.625,662.1515151515151,2010.3,2233.0666666666666,True,8,0,0,16,8,8,4,4,4,4
330,2,-3,15,18,1919.7254901960785,383.45454545454544,2382.6666666666665,2208.5555555555557,True,9,0,1,16,8,8,4,4,4,4
330,3,10,14,4,2027.275,603.5555555555555,2537.5,3068.5,True,11,0,1,16,8,8,4,4,4,4
331,1,3,13,10,1872.8648648648648,842.8,2183.076923076923,2205.4,True,7,0,0,16,8,8,4,4,4,4
331,2,7,9,2,1905.121212121212,855.952380952381,2593.4444444444443,2190.0,True,11,0,2,16,8,8,4,4,4,4
331,3,11,11,0,1881.4827586206898,855.0,2412.2727272727275,,True,9,0,1,16,8,8,4,4,4,4
333,1,0,14,14,1694.1875,923.2258064516129,1796.642857142857,2283.1428571428573,True,10,0,0,16,8,8,4,4,4,4
333,2,-18,16,34,1897.4117647058824,719.9285714285714,1926.125,2259.8823529411766,True,9,0,0,16,8,8,4,4,4,4
333,3,-21,13,34,1780.7826086956522,610.5365853658536,1842.6153846153845,2083.8823529411766,True,11,0,0,16,8,8,4,4,4,4
339,1,-7,13,20,1942.7450980392157,1665.53125,1869.3846153846155,2262.1,True,9,0,0,16,8,8,4,4,4,4
339,2,-12,16,28,1943.0625,1678.95,1773.75,2496.0714285714284,True,10,0,0,16,8,8,4,4,4,4
339,3,-13,13,26,1997.701754385965,1956.9714285714285,1943.1538461538462,2588.4615384615386,True,9,0,0,16,8,8,4,4,4,4
340,1,-1,13,14,1890.4444444444443,1440.6896551724137,1824.3076923076924,2489.714285714286,True,9,0,0,16,8,8,4,4,4,4
340,2,12,14,2,1508.6470588235295,1193.7916666666667,1636.5714285714287,2559.0,True,9,0,0,16,8,8,4,4,4,4
340,3,18,18,0,1466.7142857142858,1012.3333333333334,1628.2222222222222,,True,12,0,0,16,8,8,4,4,4,4
342,1,-17,13,30,1456.1904761904761,847.6315789473684,1338.0,1700.3333333333333,True,10,0,0,16,8,8,4,4,4,4
342,2,-18,16,34,1489.9117647058824,713.9761904761905,1381.25,1701.5882352941176,True,9,0,0,16,8,8,4,4,4,4
342,3,-10,16,26,1465.2666666666667,790.9473684210526,1376.5,1776.1538461538462,True,9,0,0,16,8,8,4,4,4,4
343,1,-13,7,20,1404.7560975609756,286.875,1804.4285714285713,1505.6,True,7,0,0,16,8,8,4,4,4,4
343,2,-13,11,24,1187.3684210526317,193.41176470588235,1314.909090909091,1433.6666666666667,True,11,0,0,16,8,8,4,4,4,4
343,3,-7,15,22,1263.1475409836066,227.89473684210526,1205.0666666666666,1581.5454545454545,True,12,0,0,16,8,8,4,4,4,4
344,1,1,11,10,2044.076923076923,963.8,2120.090909090909,2306.2,True,9,0,0,16,8,8,4,4,4,4
344,2,11,15,4,1646.8536585365853,632.3928571428571,1783.0,2369.5,True,11,0,0,16,8,8,4,4,4,4
344,3,14,16,2,1533.6315789473683,1231.0740740740741,1773.25,2076.0,True,10,0,0,16,8,8,4,4,4,4
346,1,-19,11,30,1881.915254237288,1015.8857142857142,1866.8181818181818,2116.9333333333334,True,9,0,1,16,8,8,4,4,4,4
346,2,-19,15,34,1823.2769230769231,1051.025,1891.1333333333334,2014.8823529411766,True,8,0,1,16,8,8,4,4,4,4
346,3,-13,15,28,1561.063492063492,1035.5641025641025,1716.7333333333333,1807.5714285714287,True,10,0,1,16,8,8,4,4,4,4
350,1,2,12,10,1783.9761904761904,1258.7777777777778,1981.75,2823.0,True,10,0,0,16,8,8,4,4,4,4
350,2,12,12,0,1630.7,1139.2380952380952,1775.5833333333333,,True,9,0,0,16,8,8,4,4,4,4
350,3,3,11,8,1513.560975609756,869.9230769230769,1648.1818181818182,1968.0,True,11,0,0,16,8,8,4,4,4,4
351,1,-5,13,18,1967.3673469387754,1627.6774193548388,1705.923076923077,2487.8888888888887,True,9,0,0,16,8,8,4,4,4,4
351,2,-2,16,18,1793.232142857143,788.3055555555555,1699.5625,2305.777777777778,True,11,0,0,16,8,8,4,4,4,4
351,3,-1,13,14,1862.063829787234,896.6333333333333,1826.076923076923,2754.0,True,10,0,0,16,8,8,4,4,4,4
354,1,-4,10,14,1201.3636363636363,629.0370370370371,1199.2,1345.857142857143,True,10,0,0,16,8,8,4,4,4,4
354,2,11,15,4,1310.1891891891892,266.4230769230769,1370.2,2016.5,True,9,0,1,16,8,8,4,4,4,4
354,3,10,12,2,1319.857142857143,201.05,1493.0,2098.0,True,7,0,1,16,8,8,4,4,4,4
355,1,6,12,6,1977.388888888889,1860.25,2057.6666666666665,2231.6666666666665,True,9,0,0,16,8,8,4,4,4,4
355,2,17,17,0,1460.0,582.925925925926,1668.5882352941176,,True,10,0,0,16,8,8,4,4,4,4
355,3,4,12,8,1405.1666666666667,675.5925925925926,1381.25,1768.25,True,11,0,0,16,8,8,4,4,4,4
356,1,-1,15,16,1667.2156862745098,1080.6969696969697,1589.6,2161.875,True,10,0,0,16,8,8,4,4,4,4
356,2,10,14,4,1585.8055555555557,705.24,1758.7857142857142,2180.5,True,9,0,1,16,8,8,4,4,4,4
356,3,5,13,8,1658.7073170731708,562.6296296296297,1824.5384615384614,1840.5,True,10,0,0,16,8,8,4,4,4,4
361,1,2,12,10,1900.7380952380952,689.7777777777778,2147.25,2334.2,True,10,0,0,16,8,8,4,4,4,4
361,2,8,18,10,1982.4772727272727,703.0645161290323,2065.277777777778,2637.4,True,8,0,0,16,8,8,4,4,4,4
361,3,10,12,2,1785.4736842105262,535.64,1881.5,3670.0,True,12,0,0,16,8,8,4,4,4,4
362,1,-7,7,14,1659.025641025641,1326.1739130434783,1568.2857142857142,1778.857142857143,True,9,0,1,16,8,8,4,4,4,4
362,2,11,15,4,1602.344827586207,1044.3636363636363,1760.1333333333334,1927.5,True,5,0,2,16,8,8,4,4,4,4
362,3,5,11,6,1590.9024390243903,616.1923076923077,2061.181818181818,2222.3333333333335,True,12,0,1,16,8,8,4,4,4,4
363,1,-12,10,22,1545.94,669.0666666666667,1434.9,1975.2727272727273,True,9,0,0,16,8,8,4,4,4,4
363,2,5,13,8,1347.4242424242425,622.1739130434783,1447.923076923077,1840.25,True,6,0,1,16,8,8,4,4,4,4
363,3,8,16,8,1274.0384615384614,594.2941176470588,1569.625,1573.5,True,14,0,0,16,8,8,4,4,4,4
364,1,6,8,2,1310.1538461538462,325.2352941176471,1433.25,1767.0,True,8,0,2,16,8,8,4,4,4,4
364,2,9,15,6,1589.7567567567567,823.5,1713.2666666666667,2175.6666666666665,True,8,0,2,16,8,8,4,4,4,4
364,3,9,11,2,1470.5806451612902,808.4285714285714,1448.5454545454545,2092.0,True,9,0,0,16,8,8,4,4,4,4
366,1,-11,15,26,2344.9322033898306,1123.4324324324325,2544.733333333333,2693.3846153846152,True,9,0,1,16,8,8,4,4,4,4
366,2,-2,14,16,2051.1,718.0,2033.7857142857142,2475.0,True,10,0,0,16,8,8,4,4,4,4
366,3,5,15,10,1803.4883720930231,1041.0344827586207,2097.6,2048.8,True,9,0,1,16,8,8,4,4,4,4
367,1,-21,15,36,1605.0985915492959,1491.2093023255813,1348.9333333333334,1949.8333333333333,True,10,0,0,16,8,8,4,4,4,4
367,2,-26,14,40,1723.3513513513512,619.25,1542.0,1971.6,True,10,0,0,16,8,8,4,4,4,4
367,3,-10,12,22,1559.5740740740741,504.42424242424244,1568.4166666666667,1933.3636363636363,True,10,0,0,16,8,8,4,4,4,4
368,1,7,11,4,1158.057142857143,188.8695652173913,1463.090909090909,1098.0,True,10,0,0,16,8,8,4,4,4,4
368,2,6,12,6,1118.8684210526317,220.6,1312.9166666666667,1356.6666666666667,True,10,0,0,16,8,8,4,4,4,4
368,3,11,13,2,1027.8285714285714,317.8333333333333,1279.6923076923076,1164.0,True,10,0,0,16,8,8,4,4,4,4
369,1,-7,13,20,1371.6415094339623,2511.030303030303,1503.7692307692307,1350.3,True,10,0,0,16,8,8,4,4,4,4
369,2,10,14,4,1527.888888888889,1681.48,1585.142857142857,3250.0,True,9,0,1,16,8,8,4,4,4,4
369,3,3,7,4,1573.4285714285713,1253.7142857142858,2177.714285714286,1173.0,True,5,0,4,16,8,8,4,4,4,4
370,1,-10,12,22,1807.537037037037,948.7878787878788,1640.75,1857.2727272727273,True,10,0,0,16,8,8,4,4,4,4
370,2,-1,13,14,1728.6976744186047,443.5357142857143,1720.6153846153845,1608.2857142857142,True,8,0,2,16,8,8,4,4,4,4
370,3,2,8,6,1681.9411764705883,890.6190476190476,1712.75,2877.0,True,10,0,0,16,8,8,4,4,4,4
371,1,1,7,6,1732.7407407407406,1941.5294117647059,1976.5714285714287,1751.6666666666667,True,7,0,2,16,8,8,4,4,4,4
371,2,-2,6,8,1988.735294117647,1998.2,2245.8333333333335,2273.25,True,10,0,1,16,8,8,4,4,4,4
371,3,1,7,6,1781.5172413793102,1839.388888888889,2242.8571428571427,2085.3333333333335,True,8,0,2,16,8,8,4,4,4,4
372,1,8,8,0,1247.6666666666667,1723.3,1389.25,,True,2,0,0,16,8,8,4,4,4,4
372,2,-7,9,16,1425.8727272727272,769.34375,1085.2222222222222,2230.0,True,15,0,3,16,8,8,4,4,4,4
372,3,15,15,0,1062.8181818181818,863.4166666666666,1283.6666666666667,,True,9,0,0,16,8,8,4,4,4,4
373,1,-29,11,40,1524.9014084507041,1111.6097560975609,1238.7272727272727,1768.8,True,10,0,0,16,8,8,4,4,4,4
373,2,-22,12,34,1606.1060606060605,1031.4615384615386,1458.5833333333333,2010.5882352941176,True,10,0,0,16,8,8,4,4,4,4
373,3,-11,9,20,1356.938775510204,976.6551724137931,1913.5555555555557,1560.1,True,10,0,0,16,8,8,4,4,4,4
374,1,-6,6,12,1701.0882352941176,839.3,1814.8333333333333,1912.6666666666667,True,8,0,2,16,8,8,4,4,4,4
374,2,-6,12,18,1663.3958333333333,521.8666666666667,2201.25,1772.7777777777778,True,9,0,0,16,8,8,4,4,4,4
374,3,-1,11,12,1644.341463414634,343.84615384615387,1565.2727272727273,2235.3333333333335,True,9,0,1,16,8,8,4,4,4,4
375,1,1,11,10,2128.7073170731705,4056.6923076923076,1689.3636363636363,2599.4,True,10,0,0,16,8,8,4,4,4,4
375,2,10,16,6,1833.578947368421,3075.5185185185187,1887.25,2825.3333333333335,True,8,0,0,16,8,8,4,4,4,4
375,3,11,13,2,1507.8461538461538,2626.576923076923,1787.6923076923076,2323.0,True,12,0,0,16,8,8,4,4,4,4
377,1,-10,12,22,2065.5,1109.6060606060605,1839.75,2374.4545454545455,True,10,0,0,16,8,8,4,4,4,4
377,2,-5,13,18,1841.9787234042553,1540.3666666666666,1845.0,2175.0,True,8,0,1,16,8,8,4,4,4,4
377,3,0,12,12,1836.5454545454545,1129.5714285714287,1997.1666666666667,2392.0,True,10,0,1,16,8,8,4,4,4,4
378,1,-6,12,18,1415.625,1744.8666666666666,1486.5,1730.0,True,9,0,1,16,8,8,4,4,4,4
378,2,16,18,2,1317.775,810.9655172413793,1302.9444444444443,2055.0,True,10,0,0,16,8,8,4,4,4,4
378,3,11,13,2,1021.6060606060606,415.0,1102.8461538461538,1920.0,True,9,0,0,16,8,8,4,4,4,4
379,1,-6,10,16,1733.1666666666667,949.8076923076923,1781.9,1744.75,True,8,0,1,16,8,8,4,4,4,4
379,2,-3,5,8,1439.5757575757575,907.8421052631579,1472.4,2380.0,True,10,0,1,16,8,8,4,4,4,4
379,3,5,7,2,1175.2222222222222,378.4117647058824,1541.5714285714287,2315.0,True,9,0,0,16,8,8,4,4,4,4
380,1,0,8,8,1936.0,848.1111111111111,1753.75,2770.0,True,6,0,2,16,8,8,4,4,4,4
380,2,16,18,2,1850.825,587.6206896551724,1789.611111111111,3057.0,True,10,0,1,16,8,8,4,4,4,4
380,3,12,16,4,1663.35,422.32142857142856,1881.25,2720.0,True,10,0,0,16,8,8,4,4,4,4
381,1,-17,13,30,1415.142857142857,1126.4473684210527,1299.8461538461538,1587.6666666666667,True,10,0,0,16,8,8,4,4,4,4
381,2,-7,17,24,1796.8305084745762,942.5263157894736,1496.4117647058824,2055.3333333333335,True,9,0,0,16,8,8,4,4,4,4
381,3,0,14,14,1425.0625,1126.774193548387,1448.2142857142858,1774.142857142857,True,10,0,0,16,8,8,4,4,4,4
382,1,0,12,12,1320.7954545454545,1131.7142857142858,1535.25,1518.1666666666667,True,10,0,0,16,8,8,4,4,4,4
382,2,6,14,8,1451.2368421052631,862.7307692307693,1515.357142857143,2027.75,True,8,0,1,16,8,8,4,4,4,4
382,3,10,16,6,1381.75,1060.5666666666666,1381.8125,2333.3333333333335,True,11,0,0,16,8,8,4,4,4,4
383,1,-9,15,24,2299.0169491525426,534.1621621621622,2167.3333333333335,2710.1666666666665,True,10,0,0,16,8,8,4,4,4,4
383,2,-3,11,14,2042.0,377.962962962963,2255.2727272727275,2369.0,True,9,0,0,16,8,8,4,4,4,4
383,3,2,12,10,2276.2272727272725,402.7857142857143,2524.8333333333335,2870.2,True,11,0,0,16,8,8,4,4,4,4
384,1,-1,11,12,1670.162162162162,1765.75,1658.1818181818182,2287.6666666666665,True,7,0,0,16,8,8,4,4,4,4
384,2,11,17,6,1500.8297872340424,2042.40625,1750.6470588235295,1721.3333333333333,True,12,0,0,16,8,8,4,4,4,4
384,3,12,12,0,1457.53125,433.04545454545456,1850.5833333333333,,True,10,0,1,16,8,8,4,4,4,4
386,1,4,10,6,1242.25,753.1428571428571,1634.2,1196.3333333333333,True,8,0,2,16,8,8,4,4,4,4
386,2,7,9,2,1335.3793103448277,526.1578947368421,1945.5555555555557,1045.0,True,9,0,1,16,8,8,4,4,4,4
386,3,7,9,2,1217.52,627.5882352941177,1303.7777777777778,2655.0,True,7,0,1,16,8,8,4,4,4,4
390,1,-6,8,14,1599.175,663.4166666666666,2041.375,1836.5714285714287,True,9,0,1,16,8,8,4,4,4,4
390,2,9,13,4,2070.5405405405404,636.8,2482.4615384615386,3174.5,True,10,0,0,16,8,8,4,4,4,4
390,3,-6,8,14,1535.75,143.22727272727272,1788.625,1795.7142857142858,True,7,0,2,16,8,8,4,4,4,4
391,1,-4,10,14,1634.840909090909,1284.7407407407406,1719.5,2161.0,True,10,0,0,16,8,8,4,4,4,4
391,2,7,15,8,1522.3488372093022,711.6206896551724,1645.8,2294.0,True,10,0,0,16,8,8,4,4,4,4
391,3,11,11,0,1222.0967741935483,702.0952380952381,1341.909090909091,,True,10,0,0,16,8,8,4,4,4,4
392,1,-16,12,28,1558.95,1333.8333333333333,1616.9166666666667,1846.357142857143,True,10,0,0,16,8,8,4,4,4,4
392,2,-2,14,16,1531.3125,738.9677419354839,1760.5,1865.375,True,9,0,1,16,8,8,4,4,4,4
392,3,7,15,8,1592.6046511627908,803.7931034482758,1704.2666666666667,2233.75,True,10,0,0,16,8,8,4,4,4,4
395,1,-5,9,14,1892.121951219512,896.08,1869.888888888889,1971.857142857143,True,9,0,0,16,8,8,4,4,4,4
395,2,4,14,10,1997.642857142857,503.4642857142857,2311.9285714285716,2233.6,True,9,0,2,16,8,8,4,4,4,4
395,3,11,13,2,1726.2857142857142,488.7083333333333,1749.5384615384614,3270.0,True,10,0,0,16,8,8,4,4,4,4
396,1,6,12,6,1540.6052631578948,1303.84,1605.4166666666667,2359.0,True,10,0,0,16,8,8,4,4,4,4
396,2,10,14,4,1576.657894736842,1273.0,1616.357142857143,3031.0,True,10,0,0,16,8,8,4,4,4,4
396,3,13,15,2,1392.5714285714287,688.64,1636.5333333333333,2298.0,True,9,0,0,16,8,8,4,4,4,4
397,1,3,11,8,2151.324324324324,1206.375,2148.4545454545455,2522.25,True,9,0,0,16,8,8,4,4,4,4
397,2,16,20,4,2003.9761904761904,828.1935483870968,2129.45,2709.0,True,9,0,0,16,8,8,4,4,4,4
397,3,10,10,0,1858.142857142857,911.2105263157895,2145.0,,True,9,0,0,16,8,8,4,4,4,4
398,1,-7,13,20,1438.6666666666667,1031.5625,1566.7692307692307,1724.9,True,9,0,1,16,8,8,4,4,4,4
398,2,3,13,10,1452.7837837837837,734.64,1269.0,2146.0,True,7,0,2,16,8,8,4,4,4,4
398,3,11,13,2,1288.0,282.9130434782609,1386.4615384615386,1332.0,True,9,0,0,16,8,8,4,4,4,4
