predictor,VIF
const,4.999999999999998
voice_coded,0.9999999999999998
cond_HL,1.5
cond_LH,1.4999999999999998
cond_LL,1.4999999999999998
fa_rate_overall_z,1.022253602898889
median_rt_overall_z,1.0222536028988887
