participant_ID,condition,voice,n_trials,n_hits,mean_RT_IR,hit_rate,corrected_mem_score,condition_voice
312,HL,Passive,4,3,1741.0,0.75,0.583,HL_Passive
312,LH,Active,4,4,2327.25,1.0,0.833,LH_Active
312,LH,Passive,4,4,1625.75,1.0,0.833,LH_Passive
312,LL,Active,4,3,1446.0,0.75,0.583,LL_Active
312,LL,Passive,4,3,2373.3333333333335,0.75,0.583,LL_Passive
313,HH,Active,4,4,1328.0,1.0,0.833,HH_Active
313,HH,Passive,4,4,1359.5,1.0,0.833,HH_Passive
313,HL,Active,4,4,987.25,1.0,0.833,HL_Active
313,HL,Passive,4,4,1327.5,1.0,0.833,HL_Passive
313,LH,Active,4,4,1063.25,1.0,0.833,LH_Active
313,LH,Passive,4,4,1167.75,1.0,0.833,LH_Passive
313,LL,Active,4,4,1413.25,1.0,0.833,LL_Active
313,LL,Passive,4,4,1586.0,1.0,0.833,LL_Passive
314,HH,Active,4,3,1140.0,0.75,0.583,HH_Active
314,HH,Passive,4,4,1850.75,1.0,0.833,HH_Passive
314,HL,Active,4,4,1130.25,1.0,0.833,HL_Active
314,HL,Passive,4,3,1344.0,0.75,0.583,HL_Passive
314,LH,Active,4,4,1541.75,1.0,0.833,LH_Active
314,LH,Passive,4,4,1493.0,1.0,0.833,LH_Passive
314,LL,Active,4,4,1233.75,1.0,0.833,LL_Active
314,LL,Passive,4,4,1754.5,1.0,0.833,LL_Passive
316,HH,Active,4,4,1718.5,1.0,0.833,HH_Active
316,HH,Passive,4,4,1848.0,1.0,0.833,HH_Passive
316,HL,Active,4,4,1178.25,1.0,0.833,HL_Active
316,HL,Passive,4,4,1564.0,1.0,0.833,HL_Passive
316,LH,Active,4,2,980.0,0.5,0.33299999999999996,LH_Active
316,LH,Passive,4,4,1526.5,1.0,0.833,LH_Passive
316,LL,Active,4,2,1122.0,0.5,0.33299999999999996,LL_Active
316,LL,Passive,4,4,1429.75,1.0,0.833,LL_Passive
317,HH,Active,4,4,1810.25,1.0,0.833,HH_Active
317,HH,Passive,4,4,1161.0,1.0,0.833,HH_Passive
317,HL,Active,4,4,1406.75,1.0,0.833,HL_Active
317,HL,Passive,4,1,924.0,0.25,0.08299999999999999,HL_Passive
317,LH,Active,4,4,1526.5,1.0,0.833,LH_Active
317,LH,Passive,4,3,1263.3333333333333,0.75,0.583,LH_Passive
317,LL,Active,4,3,1380.6666666666667,0.75,0.583,LL_Active
317,LL,Passive,4,4,1245.0,1.0,0.833,LL_Passive
318,HH,Active,4,4,1671.75,1.0,0.833,HH_Active
318,HH,Passive,4,4,2038.5,1.0,0.833,HH_Passive
318,HL,Active,4,4,1849.25,1.0,0.833,HL_Active
318,HL,Passive,4,4,1904.25,1.0,0.833,HL_Passive
318,LH,Active,4,3,2028.3333333333333,0.75,0.583,LH_Active
318,LH,Passive,4,3,2003.3333333333333,0.75,0.583,LH_Passive
318,LL,Active,4,4,1741.25,1.0,0.833,LL_Active
318,LL,Passive,4,3,2133.6666666666665,0.75,0.583,LL_Passive
322,HH,Active,4,3,1537.0,0.75,0.583,HH_Active
322,HH,Passive,4,3,1862.3333333333333,0.75,0.583,HH_Passive
322,HL,Active,4,4,1260.25,1.0,0.833,HL_Active
322,HL,Passive,4,2,1686.5,0.5,0.33299999999999996,HL_Passive
322,LH,Active,4,3,1766.0,0.75,0.583,LH_Active
322,LH,Passive,4,3,1341.0,0.75,0.583,LH_Passive
322,LL,Active,4,3,1708.6666666666667,0.75,0.583,LL_Active
322,LL,Passive,4,3,1156.3333333333333,0.75,0.583,LL_Passive
323,HH,Active,4,4,1980.0,1.0,0.833,HH_Active
323,HH,Passive,4,4,1688.0,1.0,0.833,HH_Passive
323,HL,Active,4,3,1372.0,0.75,0.583,HL_Active
323,HL,Passive,4,4,2179.25,1.0,0.833,HL_Passive
323,LH,Active,4,4,1429.0,1.0,0.833,LH_Active
323,LH,Passive,4,4,1510.0,1.0,0.833,LH_Passive
323,LL,Active,4,4,1558.25,1.0,0.833,LL_Active
323,LL,Passive,4,4,2120.25,1.0,0.833,LL_Passive
325,HH,Active,4,2,1555.0,0.5,0.33299999999999996,HH_Active
325,HH,Passive,4,4,1888.5,1.0,0.833,HH_Passive
325,HL,Active,4,0,,0.0,-0.167,HL_Active
325,HL,Passive,4,3,2168.0,0.75,0.583,HL_Passive
325,LH,Active,4,1,2637.0,0.25,0.08299999999999999,LH_Active
325,LH,Passive,4,2,1781.0,0.5,0.33299999999999996,LH_Passive
325,LL,Active,4,1,2978.0,0.25,0.08299999999999999,LL_Active
325,LL,Passive,4,4,2349.5,1.0,0.833,LL_Passive
326,HH,Active,4,1,1225.0,0.25,0.08299999999999999,HH_Active
326,HH,Passive,4,3,1174.0,0.75,0.583,HH_Passive
326,HL,Active,4,2,999.0,0.5,0.33299999999999996,HL_Active
326,HL,Passive,4,4,1093.0,1.0,0.833,HL_Passive
326,LH,Active,4,3,1615.6666666666667,0.75,0.583,LH_Active
326,LH,Passive,4,3,1070.0,0.75,0.583,LH_Passive
326,LL,Active,4,3,1486.3333333333333,0.75,0.583,LL_Active
326,LL,Passive,4,4,1676.5,1.0,0.833,LL_Passive
327,HH,Active,4,4,1760.0,1.0,0.833,HH_Active
327,HH,Passive,4,4,2019.5,1.0,0.833,HH_Passive
327,HL,Active,4,4,2150.25,1.0,0.833,HL_Active
327,HL,Passive,4,4,1696.0,1.0,0.833,HL_Passive
327,LH,Active,4,4,1541.0,1.0,0.833,LH_Active
327,LH,Passive,4,4,1809.0,1.0,0.833,LH_Passive
327,LL,Active,4,2,2289.0,0.5,0.33299999999999996,LL_Active
327,LL,Passive,4,4,2554.0,1.0,0.833,LL_Passive
328,HH,Active,4,4,1168.5,1.0,0.833,HH_Active
328,HH,Passive,4,4,1477.5,1.0,0.833,HH_Passive
328,HL,Active,4,2,981.0,0.5,0.33299999999999996,HL_Active
328,HL,Passive,4,3,1121.6666666666667,0.75,0.583,HL_Passive
328,LH,Active,4,4,1285.25,1.0,0.833,LH_Active
328,LH,Passive,4,3,1594.6666666666667,0.75,0.583,LH_Passive
328,LL,Active,4,4,1484.25,1.0,0.833,LL_Active
328,LL,Passive,4,4,1497.75,1.0,0.833,LL_Passive
329,HH,Active,4,3,1962.3333333333333,0.75,0.583,HH_Active
329,HH,Passive,4,4,3123.25,1.0,0.833,HH_Passive
329,HL,Active,4,4,2251.75,1.0,0.833,HL_Active
329,HL,Passive,4,2,3003.5,0.5,0.33299999999999996,HL_Passive
329,LH,Active,4,2,2825.5,0.5,0.33299999999999996,LH_Active
329,LH,Passive,4,3,1894.3333333333333,0.75,0.583,LH_Passive
329,LL,Active,4,4,1374.0,1.0,0.833,LL_Active
329,LL,Passive,4,2,1682.0,0.5,0.33299999999999996,LL_Passive
330,HH,Active,4,4,3385.75,1.0,0.833,HH_Active
330,HH,Passive,4,4,2111.5,1.0,0.833,HH_Passive
330,HL,Active,4,3,2505.0,0.75,0.583,HL_Active
330,HL,Passive,4,4,2966.25,1.0,0.833,HL_Passive
330,LH,Active,4,4,2252.25,1.0,0.833,LH_Active
330,LH,Passive,4,3,2153.3333333333335,0.75,0.583,LH_Passive
330,LL,Active,4,2,2168.5,0.5,0.33299999999999996,LL_Active
330,LL,Passive,4,2,2459.5,0.5,0.33299999999999996,LL_Passive
331,HH,Active,4,2,2148.0,0.5,0.33299999999999996,HH_Active
331,HH,Passive,4,4,2877.25,1.0,0.833,HH_Passive
331,HL,Active,4,3,2315.6666666666665,0.75,0.583,HL_Active
331,HL,Passive,4,2,2416.0,0.5,0.33299999999999996,HL_Passive
331,LH,Active,4,3,2203.3333333333335,0.75,0.583,LH_Active
331,LH,Passive,4,4,2911.25,1.0,0.833,LH_Passive
331,LL,Active,4,3,2236.0,0.75,0.583,LL_Active
331,LL,Passive,4,2,2463.5,0.5,0.33299999999999996,LL_Passive
333,HH,Active,4,4,1606.0,1.0,0.833,HH_Active
333,HH,Passive,4,3,1320.0,0.75,0.583,HH_Passive
333,HL,Active,4,4,1905.75,1.0,0.833,HL_Active
333,HL,Passive,4,4,2203.25,1.0,0.833,HL_Passive
333,LH,Active,4,4,2261.75,1.0,0.833,LH_Active
333,LH,Passive,4,4,1642.75,1.0,0.833,LH_Passive
333,LL,Active,4,3,1762.6666666666667,0.75,0.583,LL_Active
333,LL,Passive,4,4,2074.75,1.0,0.833,LL_Passive
339,HH,Active,4,4,1839.0,1.0,0.833,HH_Active
339,HH,Passive,4,4,2084.0,1.0,0.833,HH_Passive
339,HL,Active,4,4,2034.25,1.0,0.833,HL_Active
339,HL,Passive,4,4,2103.5,1.0,0.833,HL_Passive
339,LH,Active,4,4,1324.75,1.0,0.833,LH_Active
339,LH,Passive,4,4,1760.5,1.0,0.833,LH_Passive
339,LL,Active,4,4,1437.25,1.0,0.833,LL_Active
339,LL,Passive,4,3,2141.3333333333335,0.75,0.583,LL_Passive
340,HH,Active,4,4,1504.75,1.0,0.833,HH_Active
340,HH,Passive,4,4,1653.5,1.0,0.833,HH_Passive
340,HL,Active,4,4,1811.0,1.0,0.833,HL_Active
340,HL,Passive,4,4,1682.0,1.0,0.833,HL_Passive
340,LH,Active,4,4,1411.0,1.0,0.833,LH_Active
340,LH,Passive,4,4,1683.25,1.0,0.833,LH_Passive
340,LL,Active,4,3,1604.3333333333333,0.75,0.583,LL_Active
340,LL,Passive,4,4,1645.5,1.0,0.833,LL_Passive
342,HH,Active,4,4,1332.75,1.0,0.833,HH_Active
342,HH,Passive,4,3,1151.0,0.75,0.583,HH_Passive
342,HL,Active,4,4,1317.75,1.0,0.833,HL_Active
342,HL,Passive,4,4,1475.75,1.0,0.833,HL_Passive
342,LH,Active,4,4,1326.0,1.0,0.833,LH_Active
342,LH,Passive,4,4,1475.5,1.0,0.833,LH_Passive
342,LL,Active,4,4,1373.0,1.0,0.833,LL_Active
342,LL,Passive,4,4,1626.25,1.0,0.833,LL_Passive
343,HH,Active,4,4,1434.25,1.0,0.833,HH_Active
343,HH,Passive,4,3,932.6666666666666,0.75,0.583,HH_Passive
343,HL,Active,4,1,695.0,0.25,0.08299999999999999,HL_Active
343,HL,Passive,4,3,1241.6666666666667,0.75,0.583,HL_Passive
343,LH,Active,4,4,920.5,1.0,0.833,LH_Active
343,LH,Passive,4,2,1739.5,0.5,0.33299999999999996,LH_Passive
343,LL,Active,4,3,1423.6666666666667,0.75,0.583,LL_Active
343,LL,Passive,4,3,1583.3333333333333,0.75,0.583,LL_Passive
344,HH,Active,4,4,1732.0,1.0,0.833,HH_Active
344,HH,Passive,4,4,1707.75,1.0,0.833,HH_Passive
344,HL,Active,4,3,1719.6666666666667,0.75,0.583,HL_Active
344,HL,Passive,4,4,2140.0,1.0,0.833,HL_Passive
344,LH,Active,4,4,1576.5,1.0,0.833,LH_Active
344,LH,Passive,4,4,1635.0,1.0,0.833,LH_Passive
344,LL,Active,4,4,1862.5,1.0,0.833,LL_Active
344,LL,Passive,4,4,1696.5,1.0,0.833,LL_Passive
346,HH,Active,2,2,1721.0,1.0,0.833,HH_Active
346,HH,Passive,2,2,1340.0,1.0,0.833,HH_Passive
346,HL,Active,2,2,1197.5,1.0,0.833,HL_Active
346,HL,Passive,2,2,2080.5,1.0,0.833,HL_Passive
346,LH,Active,2,2,1496.5,1.0,0.833,LH_Active
346,LH,Passive,2,2,1147.5,1.0,0.833,LH_Passive
346,LL,Active,2,2,2277.0,1.0,0.833,LL_Active
346,LL,Passive,2,2,1737.0,1.0,0.833,LL_Passive
350,HH,Active,4,3,1528.0,0.75,0.583,HH_Active
350,HH,Passive,4,1,2032.0,0.25,0.08299999999999999,HH_Passive
350,HL,Active,4,3,1743.3333333333333,0.75,0.583,HL_Active
350,HL,Passive,4,4,1942.0,1.0,0.833,HL_Passive
350,LH,Active,4,3,1466.6666666666667,0.75,0.583,LH_Active
350,LH,Passive,4,3,1590.0,0.75,0.583,LH_Passive
350,LL,Active,4,2,1990.5,0.5,0.33299999999999996,LL_Active
350,LL,Passive,4,3,2094.3333333333335,0.75,0.583,LL_Passive
351,HH,Active,4,3,1808.0,0.75,0.583,HH_Active
351,HH,Passive,4,4,1938.25,1.0,0.833,HH_Passive
351,HL,Active,4,4,1978.5,1.0,0.833,HL_Active
351,HL,Passive,4,4,1784.5,1.0,0.833,HL_Passive
351,LH,Active,4,4,1560.5,1.0,0.833,LH_Active
351,LH,Passive,4,4,1907.0,1.0,0.833,LH_Passive
351,LL,Active,4,4,1740.0,1.0,0.833,LL_Active
351,LL,Passive,4,4,1458.0,1.0,0.833,LL_Passive
354,HH,Active,4,2,1221.5,0.5,0.33299999999999996,HH_Active
354,HH,Passive,4,3,1664.0,0.75,0.583,HH_Passive
354,HL,Active,4,4,1251.0,1.0,0.833,HL_Active
354,HL,Passive,4,4,1347.25,1.0,0.833,HL_Passive
354,LH,Active,4,4,1968.75,1.0,0.833,LH_Active
354,LH,Passive,4,3,1042.3333333333333,0.75,0.583,LH_Passive
354,LL,Active,4,2,1887.0,0.5,0.33299999999999996,LL_Active
354,LL,Passive,4,3,1736.6666666666667,0.75,0.583,LL_Passive
355,HH,Active,4,2,1526.0,0.5,0.33299999999999996,HH_Active
355,HH,Passive,4,4,1371.75,1.0,0.833,HH_Passive
355,HL,Active,4,4,1557.5,1.0,0.833,HL_Active
355,HL,Passive,4,4,1733.5,1.0,0.833,HL_Passive
355,LH,Active,4,3,1791.0,0.75,0.583,LH_Active
355,LH,Passive,4,3,1383.3333333333333,0.75,0.583,LH_Passive
355,LL,Active,4,4,1469.0,1.0,0.833,LL_Active
355,LL,Passive,4,4,1392.25,1.0,0.833,LL_Passive
356,HH,Active,4,3,1515.0,0.75,0.583,HH_Active
356,HH,Passive,4,4,2206.75,1.0,0.833,HH_Passive
356,HL,Active,4,4,1396.75,1.0,0.833,HL_Active
356,HL,Passive,4,4,1703.75,1.0,0.833,HL_Passive
356,LH,Active,4,3,1762.3333333333333,0.75,0.583,LH_Active
356,LH,Passive,4,3,1423.0,0.75,0.583,LH_Passive
356,LL,Active,4,3,1481.6666666666667,0.75,0.583,LL_Active
356,LL,Passive,4,4,2313.0,1.0,0.833,LL_Passive
361,HH,Active,4,4,1674.5,1.0,0.833,HH_Active
361,HH,Passive,4,4,1878.75,1.0,0.833,HH_Passive
361,HL,Active,4,4,1527.75,1.0,0.833,HL_Active
361,HL,Passive,4,4,2199.0,1.0,0.833,HL_Passive
361,LH,Active,4,4,1771.0,1.0,0.833,LH_Active
361,LH,Passive,4,4,1962.0,1.0,0.833,LH_Passive
361,LL,Active,4,4,2109.75,1.0,0.833,LL_Active
361,LL,Passive,4,4,2221.5,1.0,0.833,LL_Passive
362,HH,Active,4,3,1540.3333333333333,0.75,0.583,HH_Active
362,HH,Passive,4,3,2191.0,0.75,0.583,HH_Passive
362,HL,Active,4,2,2168.0,0.5,0.33299999999999996,HL_Active
362,HL,Passive,4,4,1556.25,1.0,0.833,HL_Passive
362,LH,Active,4,3,1967.3333333333333,0.75,0.583,LH_Active
362,LH,Passive,4,3,1526.3333333333333,0.75,0.583,LH_Passive
362,LL,Active,4,2,1900.0,0.5,0.33299999999999996,LL_Active
362,LL,Passive,4,3,2705.3333333333335,0.75,0.583,LL_Passive
363,HH,Active,4,3,1561.3333333333333,0.75,0.583,HH_Active
363,HH,Passive,4,4,1367.75,1.0,0.833,HH_Passive
363,HL,Active,4,4,1267.25,1.0,0.833,HL_Active
363,HL,Passive,4,4,1483.75,1.0,0.833,HL_Passive
363,LH,Active,4,3,1282.3333333333333,0.75,0.583,LH_Active
363,LH,Passive,4,3,1723.3333333333333,0.75,0.583,LH_Passive
363,LL,Active,4,3,1616.0,0.75,0.583,LL_Active
363,LL,Passive,4,4,1532.25,1.0,0.833,LL_Passive
364,HH,Active,4,4,1346.75,1.0,0.833,HH_Active
364,HH,Passive,4,2,1409.0,0.5,0.33299999999999996,HH_Passive
364,HL,Active,4,3,1731.6666666666667,0.75,0.583,HL_Active
364,HL,Passive,4,4,1554.25,1.0,0.833,HL_Passive
364,LH,Active,4,3,1971.6666666666667,0.75,0.583,LH_Active
364,LH,Passive,4,3,1788.6666666666667,0.75,0.583,LH_Passive
364,LL,Active,4,3,1416.6666666666667,0.75,0.583,LL_Active
364,LL,Passive,4,2,1352.5,0.5,0.33299999999999996,LL_Passive
366,HH,Active,4,4,2062.25,1.0,0.833,HH_Active
366,HH,Passive,4,4,2480.25,1.0,0.833,HH_Passive
366,HL,Active,4,4,1738.0,1.0,0.833,HL_Active
366,HL,Passive,4,3,2330.0,0.75,0.583,HL_Passive
366,LH,Active,4,3,2086.6666666666665,0.75,0.583,LH_Active
366,LH,Passive,4,4,2030.25,1.0,0.833,LH_Passive
366,LL,Active,4,4,2147.25,1.0,0.833,LL_Active
366,LL,Passive,4,4,2221.25,1.0,0.833,LL_Passive
367,HH,Active,2,2,2329.0,1.0,0.833,HH_Active
367,HH,Passive,2,2,1262.5,1.0,0.833,HH_Passive
367,HL,Active,2,2,1388.5,1.0,0.833,HL_Active
367,HL,Passive,2,2,1289.5,1.0,0.833,HL_Passive
367,LH,Active,2,2,1303.5,1.0,0.833,LH_Active
367,LH,Passive,2,2,1578.0,1.0,0.833,LH_Passive
367,LL,Active,2,2,1455.5,1.0,0.833,LL_Active
367,LL,Passive,2,2,2145.0,1.0,0.833,LL_Passive
368,HH,Active,4,4,1034.0,1.0,0.833,HH_Active
368,HH,Passive,4,3,1326.6666666666667,0.75,0.583,HH_Passive
368,HL,Active,4,3,1226.6666666666667,0.75,0.583,HL_Active
368,HL,Passive,4,3,1221.6666666666667,0.75,0.583,HL_Passive
368,LH,Active,4,4,1435.25,1.0,0.833,LH_Active
368,LH,Passive,4,4,1262.5,1.0,0.833,LH_Passive
368,LL,Active,4,3,1661.3333333333333,0.75,0.583,LL_Active
368,LL,Passive,4,2,962.0,0.5,0.33299999999999996,LL_Passive
369,HH,Active,4,2,1858.5,0.5,0.33299999999999996,HH_Active
369,HH,Passive,4,2,1794.0,0.5,0.33299999999999996,HH_Passive
369,HL,Active,4,2,1112.5,0.5,0.33299999999999996,HL_Active
369,HL,Passive,4,3,1969.0,0.75,0.583,HL_Passive
369,LH,Active,4,3,1749.3333333333333,0.75,0.583,LH_Active
369,LH,Passive,4,2,1753.0,0.5,0.33299999999999996,LH_Passive
369,LL,Active,4,2,1387.5,0.5,0.33299999999999996,LL_Active
369,LL,Passive,4,3,2579.3333333333335,0.75,0.583,LL_Passive
370,HH,Active,4,4,1681.25,1.0,0.833,HH_Active
370,HH,Passive,4,4,1807.5,1.0,0.833,HH_Passive
370,HL,Active,4,3,1313.3333333333333,0.75,0.583,HL_Active
370,HL,Passive,4,2,1569.0,0.5,0.33299999999999996,HL_Passive
370,LH,Active,4,4,1666.5,1.0,0.833,LH_Active
370,LH,Passive,4,3,1749.3333333333333,0.75,0.583,LH_Passive
370,LL,Active,4,1,2701.0,0.25,0.08299999999999999,LL_Active
370,LL,Passive,4,2,1102.5,0.5,0.33299999999999996,LL_Passive
371,HH,Active,4,0,,0.0,-0.167,HH_Active
371,HH,Passive,4,2,1695.5,0.5,0.33299999999999996,HH_Passive
371,HL,Active,4,1,1810.0,0.25,0.08299999999999999,HL_Active
371,HL,Passive,4,3,2852.0,0.75,0.583,HL_Passive
371,LH,Active,4,2,1882.0,0.5,0.33299999999999996,LH_Active
371,LH,Passive,4,0,,0.0,-0.167,LH_Passive
371,LL,Active,4,2,2004.5,0.5,0.33299999999999996,LL_Active
371,LL,Passive,4,1,2461.0,0.25,0.08299999999999999,LL_Passive
372,HH,Active,4,2,1047.0,0.5,0.33299999999999996,HH_Active
372,HH,Passive,4,3,1237.0,0.75,0.583,HH_Passive
372,HL,Active,4,4,1201.0,1.0,0.833,HL_Active
372,HL,Passive,4,4,1186.25,1.0,0.833,HL_Passive
372,LH,Active,4,4,1424.5,1.0,0.833,LH_Active
372,LH,Passive,4,4,1598.25,1.0,0.833,LH_Passive
372,LL,Active,4,3,1011.0,0.75,0.583,LL_Active
372,LL,Passive,4,2,854.0,0.5,0.33299999999999996,LL_Passive
373,HH,Active,4,3,1654.6666666666667,0.75,0.583,HH_Active
373,HH,Passive,4,1,1660.0,0.25,0.08299999999999999,HH_Passive
373,HL,Active,4,3,2561.6666666666665,0.75,0.583,HL_Active
373,HL,Passive,4,3,1577.3333333333333,0.75,0.583,HL_Passive
373,LH,Active,4,2,1239.0,0.5,0.33299999999999996,LH_Active
373,LH,Passive,4,3,1527.0,0.75,0.583,LH_Passive
373,LL,Active,4,3,1158.0,0.75,0.583,LL_Active
373,LL,Passive,4,4,1834.5,1.0,0.833,LL_Passive
374,HH,Active,4,3,2099.6666666666665,0.75,0.583,HH_Active
374,HH,Passive,4,3,2094.0,0.75,0.583,HH_Passive
374,HL,Active,4,2,1918.5,0.5,0.33299999999999996,HL_Active
374,HL,Passive,4,2,1911.5,0.5,0.33299999999999996,HL_Passive
374,LH,Active,4,3,1197.0,0.75,0.583,LH_Active
374,LH,Passive,4,4,1513.75,1.0,0.833,LH_Passive
374,LL,Active,4,2,1298.0,0.5,0.33299999999999996,LL_Active
374,LL,Passive,4,2,1275.5,0.5,0.33299999999999996,LL_Passive
375,HH,Active,4,3,2143.0,0.75,0.583,HH_Active
375,HH,Passive,4,4,1694.0,1.0,0.833,HH_Passive
375,HL,Active,4,4,1749.5,1.0,0.833,HL_Active
375,HL,Passive,4,4,1761.0,1.0,0.833,HL_Passive
375,LH,Active,4,3,1665.3333333333333,0.75,0.583,LH_Active
375,LH,Passive,4,3,1699.3333333333333,0.75,0.583,LH_Passive
375,LL,Active,4,4,1662.25,1.0,0.833,LL_Active
375,LL,Passive,4,2,2379.5,0.5,0.33299999999999996,LL_Passive
377,HH,Active,4,4,1991.0,1.0,0.833,HH_Active
377,HH,Passive,4,2,2434.0,0.5,0.33299999999999996,HH_Passive
377,HL,Active,4,3,1518.0,0.75,0.583,HL_Active
377,HL,Passive,4,4,2088.75,1.0,0.833,HL_Passive
377,LH,Active,4,1,3050.0,0.25,0.08299999999999999,LH_Active
377,LH,Passive,4,4,1730.5,1.0,0.833,LH_Passive
377,LL,Active,4,3,1853.0,0.75,0.583,LL_Active
377,LL,Passive,4,3,2174.6666666666665,0.75,0.583,LL_Passive
378,HH,Active,4,4,1114.5,1.0,0.833,HH_Active
378,HH,Passive,4,4,1218.0,1.0,0.833,HH_Passive
378,HL,Active,4,3,965.0,0.75,0.583,HL_Active
378,HL,Passive,4,4,1193.75,1.0,0.833,HL_Passive
378,LH,Active,4,4,1426.5,1.0,0.833,LH_Active
378,LH,Passive,4,4,1170.0,1.0,0.833,LH_Passive
378,LL,Active,4,4,1556.25,1.0,0.833,LL_Active
378,LL,Passive,4,4,1215.75,1.0,0.833,LL_Passive
379,HH,Active,4,2,1644.5,0.5,0.33299999999999996,HH_Active
379,HH,Passive,4,1,1308.0,0.25,0.08299999999999999,HH_Passive
379,HL,Active,4,2,1955.0,0.5,0.33299999999999996,HL_Active
379,HL,Passive,4,2,1968.5,0.5,0.33299999999999996,HL_Passive
379,LH,Active,4,3,1586.6666666666667,0.75,0.583,LH_Active
379,LH,Passive,4,3,1332.6666666666667,0.75,0.583,LH_Passive
379,LL,Active,4,0,,0.0,-0.167,LL_Active
379,LL,Passive,4,0,,0.0,-0.167,LL_Passive
380,HH,Active,4,3,1652.3333333333333,0.75,0.583,HH_Active
380,HH,Passive,4,4,1957.5,1.0,0.833,HH_Passive
380,HL,Active,4,3,2031.3333333333333,0.75,0.583,HL_Active
380,HL,Passive,4,4,1818.75,1.0,0.833,HL_Passive
380,LH,Active,4,4,1775.0,1.0,0.833,LH_Active
380,LH,Passive,4,4,1782.5,1.0,0.833,LH_Passive
380,LL,Active,4,3,1903.0,0.75,0.583,LL_Active
380,LL,Passive,4,3,1837.3333333333333,0.75,0.583,LL_Passive
381,HH,Active,4,4,1039.5,1.0,0.833,HH_Active
381,HH,Passive,4,4,1090.75,1.0,0.833,HH_Passive
381,HL,Active,4,4,1635.25,1.0,0.833,HL_Active
381,HL,Passive,4,4,1455.25,1.0,0.833,HL_Passive
381,LH,Active,4,4,1728.25,1.0,0.833,LH_Active
381,LH,Passive,4,4,1816.5,1.0,0.833,LH_Passive
381,LL,Active,4,4,1289.25,1.0,0.833,LL_Active
381,LL,Passive,4,4,1477.0,1.0,0.833,LL_Passive
382,HH,Active,4,4,1198.5,1.0,0.833,HH_Active
382,HH,Passive,4,4,1890.0,1.0,0.833,HH_Passive
382,HL,Active,4,4,1394.25,1.0,0.833,HL_Active
382,HL,Passive,4,4,1499.0,1.0,0.833,HL_Passive
382,LH,Active,4,3,1407.3333333333333,0.75,0.583,LH_Active
382,LH,Passive,4,4,1115.75,1.0,0.833,LH_Passive
382,LL,Active,4,3,1454.3333333333333,0.75,0.583,LL_Active
382,LL,Passive,4,3,1654.0,0.75,0.583,LL_Passive
383,HH,Active,4,4,2480.25,1.0,0.833,HH_Active
383,HH,Passive,4,4,2401.5,1.0,0.833,HH_Passive
383,HL,Active,4,4,2361.75,1.0,0.833,HL_Active
383,HL,Passive,4,3,2592.0,0.75,0.583,HL_Passive
383,LH,Active,4,3,2594.0,0.75,0.583,LH_Active
383,LH,Passive,4,3,2146.3333333333335,0.75,0.583,LH_Passive
383,LL,Active,4,4,1818.5,1.0,0.833,LL_Active
383,LL,Passive,4,3,2657.3333333333335,0.75,0.583,LL_Passive
384,HH,Active,4,3,1398.3333333333333,0.75,0.583,HH_Active
384,HH,Passive,4,3,2754.3333333333335,0.75,0.583,HH_Passive
384,HL,Active,4,3,1783.0,0.75,0.583,HL_Active
384,HL,Passive,4,3,1501.0,0.75,0.583,HL_Passive
384,LH,Active,4,4,1365.75,1.0,0.833,LH_Active
384,LH,Passive,4,4,2119.75,1.0,0.833,LH_Passive
384,LL,Active,4,2,1924.5,0.5,0.33299999999999996,LL_Active
384,LL,Passive,4,4,1605.5,1.0,0.833,LL_Passive
386,HH,Active,4,2,1170.5,0.5,0.33299999999999996,HH_Active
386,HH,Passive,4,3,1152.6666666666667,0.75,0.583,HH_Passive
386,HL,Active,4,2,2508.0,0.5,0.33299999999999996,HL_Active
386,HL,Passive,4,2,1113.5,0.5,0.33299999999999996,HL_Passive
386,LH,Active,4,3,1658.6666666666667,0.75,0.583,LH_Active
386,LH,Passive,4,2,1333.0,0.5,0.33299999999999996,LH_Passive
386,LL,Active,4,3,1638.3333333333333,0.75,0.583,LL_Active
386,LL,Passive,4,2,2603.5,0.5,0.33299999999999996,LL_Passive
390,HH,Active,4,3,2122.6666666666665,0.75,0.583,HH_Active
390,HH,Passive,4,4,2452.0,1.0,0.833,HH_Passive
390,HL,Active,4,2,1970.5,0.5,0.33299999999999996,HL_Active
390,HL,Passive,4,1,1936.0,0.25,0.08299999999999999,HL_Passive
390,LH,Active,4,2,1999.0,0.5,0.33299999999999996,LH_Active
390,LH,Passive,4,3,2382.3333333333335,0.75,0.583,LH_Passive
390,LL,Active,4,2,2970.0,0.5,0.33299999999999996,LL_Active
390,LL,Passive,4,1,1706.0,0.25,0.08299999999999999,LL_Passive
391,HH,Active,4,3,1483.0,0.75,0.583,HH_Active
391,HH,Passive,4,4,1435.5,1.0,0.833,HH_Passive
391,HL,Active,4,4,1552.0,1.0,0.833,HL_Active
391,HL,Passive,4,3,1202.6666666666667,0.75,0.583,HL_Passive
391,LH,Active,4,3,1360.3333333333333,0.75,0.583,LH_Active
391,LH,Passive,4,4,1673.25,1.0,0.833,LH_Passive
391,LL,Active,4,3,1583.0,0.75,0.583,LL_Active
391,LL,Passive,4,3,1756.0,0.75,0.583,LL_Passive
392,HH,Active,4,3,1827.3333333333333,0.75,0.583,HH_Active
392,HH,Passive,4,4,1361.25,1.0,0.833,HH_Passive
